JUnit4TestShouldUseTestAnnotation	In JUnit 3, the framework executed all methods which started with the word test as a unit test. In JUnit 4, only methods annotated with the @Test annotation are executed.
JUnit4SuitesShouldUseSuiteAnnotation	In JUnit 3, test suites are indicated by the suite() method. In JUnit 4, suites are indicatedthrough the @RunWith(Suite.class) annotation.
JUnitUseExpected	In JUnit4, use the @Test(expected) annotation to denote tests that should throw exceptions.
ShortVariable	Fields, local variables, or parameter names that are very short are not helpful to the reader.
LongVariable	Fields, formal arguments, or local variable names that are too long can make the code difficult to follow.
ShortMethodName	Method names that are very short are not helpful to the reader.
VariableNamingConventions	A variable naming conventions rule - customize this to your liking. Currently, itchecks for final variables that should be fully capitalized and non-final variablesthat should not include underscores.
MethodNamingConventions	Method names should always begin with a lower case character, and should not contain underscores.
ClassNamingConventions	Class names should always begin with an upper case character.
AbstractNaming	Abstract classes should be named 'AbstractXXX'.
AvoidDollarSigns	Avoid using dollar signs in variable/method/class/interface names.
MethodWithSameNameAsEnclosingClass	Non-constructor methods should not have the same name as the enclosing class.
SuspiciousHashcodeMethodName	The method name and return type are suspiciously close to hashCode(), which may denote an intentionto override the hashCode() method.
SuspiciousConstantFieldName	Field names using all uppercase characters - Sun's Java naming conventions indicating constants - shouldbe declared as final.
SuspiciousEqualsMethodName	The method name and parameter number are suspiciously close to equals(Object), which can denote anintention to override the equals(Object) method.
AvoidFieldNameMatchingTypeName	It is somewhat confusing to have a field name matching the declaring class name.This probably means that type and/or field names should be chosen more carefully.
AvoidFieldNameMatchingMethodName	It can be confusing to have a field name with the same name as a method. While this is permitted, having information (field) and actions (method) is not clear naming. Developers versed in Smalltalk often prefer this approach as the methods denote accessor methods.
NoPackage	Detects when a class or interface does not have a package definition.
PackageCase	Detects when a package definition contains uppercase characters.
MisleadingVariableName	Detects when a non-field has a name starting with 'm_'. This usually denotes a field and could be confusing.
BooleanGetMethodName	Methods that return boolean results should be named as predicate statements to denote this.I.e, 'isReady()', 'hasValues()', 'canCommit()', 'willFail()', etc. Avoid the use of the 'get'prefix for these methods.
ShortClassName	Classnames with fewer than five characters are not recommended.
GenericsNaming	Names for references to generic values should be limited to a single uppercase letter.
LocalVariableCouldBeFinal	A local variable assigned only once can be declared final.
MethodArgumentCouldBeFinal	A method argument that is never re-assigned within the method can be declared final.
AvoidInstantiatingObjectsInLoops	New objects created within loops should be checked to see if they can created outside them and reused.
UseArrayListInsteadOfVector	ArrayList is a much better Collection implementation than Vector if thread-safe operation is not required.
SimplifyStartsWith	Since it passes in a literal of length 1, calls to (string).startsWith can be rewritten using (string).charAt(0)at the expense of some readability.
UseStringBufferForStringAppends	The use of the '+=' operator for appending strings causes the JVM to create and use an internal StringBuffer.If a non-trivial number of these concatenations are being used then the explicit use of a StringBuilder or threadsafe StringBuffer is recommended to avoid this.
UseArraysAsList	The java.util.Arrays class has a "asList" method that should be used when you want to create a new List froman array of objects. It is faster than executing a loop to copy all the elements of the array one by one.
AvoidArrayLoops	Instead of manually copying data between two arrays, use the efficient System.arraycopy method instead.
UnnecessaryWrapperObjectCreation	Most wrapper classes provide static conversion methods that avoid the need to create intermediate objectsjust to create the primitive forms. Using these avoids the cost of creating objects that also need to be garbage-collected later.
AddEmptyString	The conversion of literals to strings by concatenating them with empty strings is inefficient.It is much better to use one of the type-specific toString() methods instead.
RedundantFieldInitializer	Java will initialize fields with known default values so any explicit initialization of those same defaultsis redundant and results in a larger class file (approximately three additional bytecode instructions per field).
PrematureDeclaration	Checks for variables that are defined before they might be used. A reference is deemed to be premature if it is created right before a block of code that doesn't use it that also has the ability to return or throw an exception.
AvoidCatchingThrowable	Catching Throwable errors is not recommended since its scope is very broad. It includes runtime issues such as OutOfMemoryError that should be exposed and managed separately.
SignatureDeclareThrowsException	Methods that declare the generic Exception as a possible throwable are not very helpful since theirfailure modes are unclear. Use a class derived from RuntimeException or a more specific checked exception.
ExceptionAsFlowControl	Using Exceptions as form of flow control is not recommended as they obscure true exceptions when debugging.Either add the necessary validation or use an alternate control structure.
AvoidCatchingNPE	Code should never throw NullPointerExceptions under normal circumstances. A catch block may hide the original error, causing other, more subtle problems later on.
AvoidThrowingRawExceptionTypes	Avoid throwing certain exception types. Rather than throw a raw RuntimeException, Throwable,Exception, or Error, use a subclassed exception or error instead.
AvoidThrowingNullPointerException	Avoid throwing NullPointerExceptions. These are confusing because most people will assume that thevirtual machine threw it. Consider using an IllegalArgumentException instead; this will beclearly seen as a programmer-initiated exception.
AvoidRethrowingException	Catch blocks that merely rethrow a caught exception only add to code size and runtime complexity.
DoNotExtendJavaLangError	Errors are system exceptions. Do not extend them.
DoNotThrowExceptionInFinally	Throwing exceptions within a 'finally' block is confusing since they may mask other exceptions or code defects.Note: This is a PMD implementation of the Lint4j rule "A throw in a finally block"
AvoidThrowingNewInstanceOfSameException	Catch blocks that merely rethrow a caught exception wrapped inside a new instance of the same type only add tocode size and runtime complexity.
AvoidCatchingGenericException	Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
AvoidLosingExceptionInformation	Statements in a catch block that invoke accessors on the exception without using the informationonly add to code size. Either remove the invocation, or use the return result.
AvoidDuplicateLiterals	Code containing duplicate String literals can usually be improved by declaring the String as a constant field.
StringInstantiation	Avoid instantiating String objects; this is usually unnecessary since they are immutable and can be safely shared.
StringToString	Avoid calling toString() on objects already known to be string instances; this is unnecessary.
InefficientStringBuffering	Avoid concatenating non-literals in a StringBuffer constructor or append() since intermediate buffers willneed to be be created and destroyed by the JVM.
UnnecessaryCaseChange	Using equalsIgnoreCase() is faster than using toUpperCase/toLowerCase().equals()
UseStringBufferLength	Use StringBuffer.length() to determine StringBuffer length rather than using StringBuffer.toString().equals("")or StringBuffer.toString().length() == ...
AppendCharacterWithChar	Avoid concatenating characters as strings in StringBuffer/StringBuilder.append methods.
ConsecutiveLiteralAppends	Consecutively calling StringBuffer/StringBuilder.append with String literals
UseIndexOfChar	Use String.indexOf(char) when checking for the index of a single character; it executes faster.
InefficientEmptyStringCheck	String.trim().length() is an inefficient way to check if a String is really empty, as itcreates a new String object just to check its size. Consider creating a static function thatloops through a string, checking Character.isWhitespace() on each character and returningfalse if a non-whitespace character is found.
InsufficientStringBufferDeclaration	Failing to pre-size a StringBuffer or StringBuilder properly could cause it to re-size many timesduring runtime. This rule attempts to determine the total number the characters that are actually passed into StringBuffer.append(), but represents a best guess "worst case" scenario. An emptyStringBuffer/StringBuilder constructor initializes the object to 16 characters. This defaultis assumed if the length of the constructor can not be determined.
UselessStringValueOf	No need to call String.valueOf to append to a string; just use the valueOf() argument directly.
StringBufferInstantiationWithChar	Individual character values provided as initialization arguments will be converted into integers.This can lead to internal buffer sizes that are larger than expected. Some examples:new StringBuffer() // 16new StringBuffer(6):// 6new StringBuffer("hello world") // 11 + 16 = 27new StringBuffer('A'):// chr(A) = 65new StringBuffer("A") // 1 + 16 = 17 new StringBuilder() // 16new StringBuilder(6):// 6new StringBuilder("hello world") // 11 + 16 = 27new StringBuilder('C'):// chr(C) = 67new StringBuilder("A") // 1 + 16 = 17
UseEqualsToCompareStrings	Using '==' or '!=' to compare strings only works if intern version is used on both sides.Use the equals() method instead.
AvoidStringBufferField	StringBuffers/StringBuilders can grow considerably, and so may become a source of memory leaksif held within objects with long lifetimes.
MethodReturnsInternalArray	Exposing internal arrays to the caller violates object encapsulation since elements can be removed or replaced outside of the object that owns it. It is safer to return a copy of the array.
ArrayIsStoredDirectly	Constructors and methods receiving arrays should clone objects and store the copy.This prevents future changes from the user from affecting the original array.
LooseCoupling	Avoid using implementation types (i.e., HashSet); use the interface (i.e, Set) instead
CloneMethodMustImplementCloneable	The method clone() should only be implemented if the class implements the Cloneable interface with the exception of a final method that only throws CloneNotSupportedException. This version uses PMD's type resolution facilities, and can detect if the class implements or extends a Cloneable class.
UnusedImports	Avoid unused import statements. This rule will find unused on demand imports, i.e. import com.foo.*.
SignatureDeclareThrowsException	It is unclear which exceptions that can be thrown from the methods.It might be difficult to document and understand the vague interfaces.Use either a class derived from RuntimeException or a checked exception.JUnit classes are excluded.
UnnecessaryConversionTemporary	Avoid the use temporary objects when converting primitives to Strings. Use the static conversion methodson the wrapper classes instead.
UnnecessaryReturn	Avoid the use of unnecessary return statements.
UnnecessaryFinalModifier	When a class has the final modifier, all the methods are automatically final and do not need to betagged as such.
UselessOverridingMethod	The overriding method merely calls the same method defined in a superclass.
UselessOperationOnImmutable	An operation on an Immutable object (String, BigDecimal or BigInteger) won't change the object itselfsince the result of the operation is a new object. Therefore, ignoring the operation result is an error.
UnusedNullCheckInEquals	After checking an object reference for null, you should invoke equals() on that object rather than passing it to another object's equals() method.
UselessParentheses	Useless parentheses should be removed.
UnusedPrivateField	Detects when a private field is declared and/or assigned a value, but not used.
UnusedLocalVariable	Detects when a local variable is declared and/or assigned, but not used.
UnusedPrivateMethod	Unused Private Method detects when a private method is declared but is unused.
UnusedFormalParameter	Avoid passing parameters to methods or constructors without actually referencing them in the method body.
UnusedModifier	Fields in interfaces are automatically public static final, and methods are public abstract.Classes or interfaces nested in an interface are automatically public and static (all nested interfaces are automatically static).For historical reasons, modifiers which are implied by the context are accepted by the compiler, but are superfluous.
DontNestJsfInJstlIteration	Do not nest JSF component custom actions inside a custom action that iterates over its body.
NoLongScripts	Scripts should be part of Tag Libraries, rather than part of JSP pages.
NoScriptlets	Scriptlets should be factored into Tag Libraries or JSP declarations, rather than being part of JSP pages.
NoInlineStyleInformation	Style information should be put in CSS files, not in JSPs. Therefore, don't use <B> or <FONT> tags, or attributes like "align='center'".
NoClassAttribute	Do not use an attribute called 'class'. Use "styleclass" for CSS styles.
NoJspForward	Do not do a forward from within a JSP file.
IframeMissingSrcAttribute	IFrames which are missing a src element can cause security information popups in IE if you are accessing the pagethrough SSL. See http://support.microsoft.com/default.aspx?scid=kb;EN-US;Q261188
NoHtmlComments	In a production system, HTML comments increase the payload: between the application server to the client, and serve little other purpose. Consider switching to JSP comments.
DuplicateJspImports	Avoid duplicate import statements inside JSP's.
JspEncoding	A missing 'meta' tag or page directive will trigger this rule, as well as a non-UTF-8 charset.
NoInlineScript	Avoid inlining HTML script content. Consider externalizing the HTML script using the 'src' attribute on the <script> element.Externalized script could be reused between pages. Browsers can also cache the script, reducing overall download bandwidth.
MistypedCDATASection	An XML CDATA section begins with a <!CDATA[ marker, which has only one [, and ends with a ]]> marker, which has only two ].
UseConcatOnce	The XPath concat() functions accepts as many arguments as required so you can have "concat($a,'b',$c)" rather than "concat($a,concat('b',$c)".
AvoidAxisNavigation	Avoid using the 'following' or 'preceeding' axes whenever possible, as these can cut through 100% of the document in the worst case. Also, try to avoid using 'descendant' or 'descendant-self' axes, as if you're at the top of the Document, it necessarily means cutting through 100% of the document.
